podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Clay,7-6(6) 6-3,0.03,0.045,33.5,0.672,0.433,0.164,5,0.571,3.5,SF,3,0,0.571
Clay,6-4 6-4,0.015,0.015,33,0.667,0.424,0.106,5,0.333,3,F,3,0,0.333
Clay,6-3 6-4,0.102,0.017,29.5,0.661,0.458,0.153,4.5,0.714,3.5,R32,3,0,0.714
Clay,6-1 6-4,0.045,0.045,33.5,0.537,0.269,0.209,4.5,0.444,4.5,R32,3,0,0.444
Clay,6-3 6-4,0.035,0,28.5,0.614,0.386,0.211,4.5,0.571,3.5,R32,3,0,0.571
Clay,6-3 6-3,0.015,0.015,34,0.706,0.426,0.118,4.5,0.556,4.5,R32,3,0,0.556
Clay,6-2 6-1,0,0.051,29.5,0.661,0.237,0.119,4,0.3,5,R32,3,0,0.3
Clay,7-6(5) 6-3,0.03,0,33,0.606,0.379,0.227,5,0.571,3.5,R32,3,0,0.571
Clay,6-3 6-4,0.038,0.038,26,0.615,0.365,0.231,4.5,0.5,3,R32,3,0,0.5
Clay,7-6(1) 6-4,0.097,0.011,46.5,0.602,0.398,0.194,5.5,0.857,3.5,R32,3,0,0.857
Clay,7-5 6-3,0.072,0.058,34.5,0.565,0.348,0.217,5.5,0.2,2.5,R32,3,0,0.2
Clay,6-4 7-5,0.067,0.013,37.5,0.587,0.307,0.24,5.5,0.714,7,R32,3,0,0.714
Clay,6-1 6-3,0.036,0.073,27.5,0.727,0.382,0.127,4,0.5,4,R32,3,0,0.5
Clay,6-2 7-5,0,0,32,0.672,0.422,0.188,5,0.571,3.5,R16,3,0,0.571
Clay,6-3 6-3,0.02,0.02,25,0.56,0.28,0.24,4.5,0.429,3.5,R16,3,0,0.429
Clay,6-4 1-6 6-3,0.088,0.025,26.667,0.713,0.45,0.163,4.333,0.571,2.333,R16,3,0,0.571
Clay,6-0 6-2,0.024,0.049,20.5,0.659,0.268,0.146,3.5,0.5,5,R16,3,0,0.5
Clay,7-6(4) 6-3,0,0,35.5,0.676,0.437,0.211,5,0.8,2.5,R16,3,0,0.8
Clay,4-6 6-4 6-4,0.067,0.033,30,0.644,0.456,0.144,5,0.444,3,R16,3,0,0.444
Clay,5-7 7-6(1) 6-4,0.017,0,39.333,0.661,0.407,0.178,5.667,0.733,5,R16,3,0,0.733
Clay,6-3 6-2,0.03,0.015,33.5,0.657,0.403,0.134,4,0.727,5.5,R16,3,0,0.727
Clay,7-6(3) 6-7(5) 6-3,0.016,0.016,42.333,0.598,0.409,0.197,5.333,0.769,4.333,QF,3,0,0.769
Clay,0-6 6-2 6-2,0.035,0.024,28.333,0.659,0.329,0.141,3.667,0.364,3.667,QF,3,0,0.364
Clay,7-5 6-3,0,0.045,33,0.576,0.333,0.197,5,0.5,4,QF,3,0,0.5
Clay,6-4 6-3,0.073,0.036,27.5,0.564,0.236,0.236,4.5,0.5,5,QF,3,0,0.5
Clay,2-6 6-2 7-5,0.039,0.01,34,0.559,0.412,0.176,4.667,0.727,3.667,SF,3,0,0.727
Clay,6-2 6-4,0.088,0.018,28.5,0.702,0.404,0.07,4.5,0.167,3,SF,3,0,0.167
Clay,6-3 7-6(11),0.038,0.013,39,0.667,0.385,0.192,5,0.778,4.5,F,3,0,0.778
Grass,6-4 6-4 6-4,0.058,0.039,34.333,0.641,0.408,0.165,5,0.583,4,R128,5,0,0.583
Grass,3-6 6-3 4-6 6-0 11-9,0.066,0.049,36.4,0.549,0.39,0.17,5.4,0.545,4.4,R128,5,0,0.545
Grass,1-6 6-2 3-6 6-2 10-8,0.047,0.053,34,0.618,0.429,0.176,5,0.65,4,R128,5,0,0.65
Grass,6-3 3-6 2-6 6-2 6-3,0.187,0.112,26.8,0.597,0.455,0.149,4.2,0.643,2.8,R128,5,0,0.643
Grass,7-6(7) 7-6(3) 6-4,0.038,0.03,44,0.614,0.462,0.167,5.667,0.8,3.333,R128,5,0,0.8
Grass,6-3 6-4 6-2,0.045,0.011,29.667,0.551,0.292,0.258,4.333,0.545,3.667,R128,5,0,0.545
Grass,7-6(4) 6-4 6-7(4) 6-3,0.094,0.05,34.75,0.604,0.46,0.201,5.25,0.5,1.5,R128,5,0,0.5
Grass,6-2 7-5 3-6 6-3,0.046,0.062,32.5,0.5,0.362,0.223,4.75,0.5,2.5,R128,5,0,0.5
Grass,6-3 6-2 7-6(4),0.033,0.011,30.333,0.692,0.429,0.143,4.667,0.429,2.333,R128,5,0,0.429
Grass,6-2 6-1 6-4,0.091,0.034,29.333,0.636,0.375,0.17,4,0.615,4.333,R128,5,0,0.615
Grass,7-6(5) 6-4 6-4,0.022,0.044,30.333,0.516,0.451,0.264,5.333,0,0.667,R128,5,0,1
Grass,6-7(4) 4-6 6-3 6-2 6-2,0.059,0.039,30.6,0.497,0.353,0.235,4.6,0.538,2.6,R128,5,0,0.538
Grass,6-3 1-6 6-3 3-6 9-7,0.083,0.058,31.2,0.532,0.423,0.218,5,0.615,2.6,R128,5,0,0.615
Grass,6-4 6-3 6-2,0.072,0.052,32.333,0.546,0.34,0.186,4.333,0.571,4.667,R128,5,0,0.571
Grass,6-3 6-7(4) 6-2 3-6 6-3,0.078,0.026,30.6,0.673,0.464,0.17,4.8,0.583,2.4,R128,5,0,0.583
Grass,6-2 7-5 7-6(3),0.009,0.037,36,0.62,0.444,0.167,5.333,0.667,3,R128,5,0,0.667
Grass,5-7 6-1 6-4 6-4,0.087,0.056,31.5,0.706,0.516,0.103,4.75,0.583,3,R128,5,0,0.583
Grass,4-6 6-2 6-3 6-7(5) 13-11,0.048,0.048,41.8,0.66,0.507,0.144,6.2,0.75,3.2,R128,5,0,0.75
Grass,2-6 6-3 6-4 6-4,0.01,0.01,24.75,0.586,0.404,0.263,4.5,0.556,2.25,R128,5,0,0.556
Grass,6-2 6-3 6-4,0.105,0.039,25.333,0.592,0.421,0.184,4.333,0.6,3.333,R128,5,0,0.6
Grass,5-7 6-2 6-4 6-4,0.024,0.048,31,0.653,0.444,0.169,5,0.615,3.25,R128,5,0,0.615
Grass,5-7 4-6 6-3 6-2 6-3,0.038,0.031,31.8,0.61,0.384,0.189,4.8,0.632,3.8,R128,5,0,0.632
Grass,7-6(4) 6-1 6-1,0.084,0.011,31.667,0.747,0.453,0.084,4.333,0.615,4.333,R128,5,0,0.615
Grass,6-3 6-0 6-4,0.033,0.033,30.667,0.674,0.38,0.141,4,0.615,4.333,R128,5,0,0.615
Grass,6-3 6-7(5) 4-6 6-1 6-4,0.066,0.039,30.4,0.664,0.493,0.171,4.6,0.636,2.2,R128,5,0,0.636
Grass,4-6 4-6 7-6(4) 6-4 6-4,0.148,0.007,29.8,0.638,0.517,0.195,5.2,0.714,1.4,R128,5,0,0.714
Grass,6-3 6-2 6-2,0.025,0.089,26.333,0.519,0.291,0.228,4,0.545,3.667,R128,5,0,0.545
Grass,6-0 6-2 7-6(6),0.024,0.024,27.333,0.61,0.378,0.171,4.333,0.538,4.333,R128,5,0,0.538
Grass,6-1 6-2 6-4,0.048,0.012,27.667,0.59,0.337,0.193,4,0.5,3.333,R128,5,0,0.5
Grass,6-2 6-3 4-6 6-2,0.061,0.01,24.5,0.673,0.367,0.204,4.25,0.571,3.5,R128,5,0,0.571
Grass,6-2 6-3 3-6 7-6(4),0.113,0.009,28.75,0.609,0.452,0.235,4.75,0.667,2.25,R128,5,0,0.667
Grass,6-7(4) 6-2 6-4 6-3,0.138,0.078,29,0.56,0.44,0.216,5,0.375,2,R128,5,0,0.375
Grass,7-6(7) 7-6(6) 6-4,0.054,0.027,37,0.622,0.486,0.171,5.667,0.5,1.333,R128,5,0,0.5
Grass,7-6(2) 3-6 6-7(4) 7-6(4) 6-3,0.043,0.018,32.6,0.571,0.479,0.264,5.4,0.75,1.6,R128,5,0,0.75
Grass,6-4 6-3 6-2,0.057,0.068,29.333,0.5,0.284,0.239,4.667,0.588,5.667,R128,5,0,0.588
Grass,6-1 6-4 3-6 6-3,0.043,0.033,23,0.696,0.522,0.12,4.25,0.444,2.25,R128,5,0,0.444
Grass,7-5 1-6 4-6 6-3 6-4,0.056,0.028,28.4,0.606,0.451,0.232,4.8,0.625,1.6,R128,5,0,0.625
Grass,3-6 6-3 7-5 6-4,0.058,0.017,30,0.65,0.45,0.183,5,0.692,3.25,R128,5,0,0.692
Grass,6-4 6-2 6-4,0.072,0.024,27.667,0.458,0.289,0.253,4.667,0.5,4,R128,5,0,0.5
Grass,7-6(8) 6-7(3) 6-4 3-6 6-2,0.138,0.067,39,0.6,0.467,0.185,5.2,0.813,3.2,R128,5,0,0.813
Grass,7-6(4) 6-1 6-2,0.041,0.021,32.333,0.691,0.423,0.103,4.333,0.545,3.667,R128,5,0,0.545
Grass,6-7(2) 6-2 6-4 7-6(2),0.049,0.056,35.5,0.599,0.458,0.19,5.25,0.571,1.75,R128,5,0,0.571
Grass,6-3 6-2 6-2,0.108,0.095,24.667,0.635,0.405,0.135,4,0.545,3.667,R128,5,0,0.545
Grass,4-6 7-6(5) 6-2 1-6 9-7,0.104,0.037,32.8,0.64,0.518,0.152,5.4,0.733,3,R128,5,0,0.733
Grass,6-2 3-6 6-4 6-2,0.018,0.053,28.25,0.619,0.389,0.177,4.5,0.25,2,R128,5,0,0.25
Grass,6-4 7-6(3) 6-4,0.037,0.028,36.333,0.569,0.358,0.202,5.333,0.286,2.333,R128,5,0,0.286
Grass,6-2 6-7(8) 7-6(3) 7-6(5),0.122,0.019,39,0.692,0.545,0.135,5.5,0.7,2.5,R128,5,0,0.7
Grass,7-6(4) 6-4 3-6 7-5,0.093,0.043,35,0.593,0.45,0.221,5.5,0.6,1.25,R128,5,0,0.6
Grass,7-6(2) 6-3 7-6(4),0.099,0.076,43.667,0.58,0.412,0.183,5.667,0.733,5,R128,5,0,0.733
Grass,3-6 6-4 3-6 7-5 6-4,0.117,0.048,29,0.586,0.462,0.207,5,0.625,1.6,R128,5,0,0.625
Grass,6-4 6-4 7-5,0.059,0.02,33.667,0.644,0.426,0.198,5.333,0.571,2.333,R128,5,0,0.571
Grass,6-7(4) 6-0 6-4 6-1,0.097,0.097,31,0.581,0.347,0.194,4.25,0.533,3.75,R128,5,0,0.533
Grass,7-6(3) 6-3 7-6(5),0.037,0.083,36,0.509,0.333,0.25,5.667,0.25,2.667,R128,5,0,0.25
Grass,6-4 6-4 7-5,0.112,0.051,32.667,0.643,0.439,0.235,5.333,0.625,2.667,R128,5,0,0.625
Grass,6-2 7-6(4) 6-4,0.106,0.029,34.667,0.663,0.471,0.173,5,0.667,3,R128,5,0,0.667
Grass,6-4 7-6(3) 6-2,0.072,0.041,32.333,0.557,0.402,0.206,5,0.429,2.333,R128,5,0,0.429
Grass,6-4 6-4 6-3,0,0.072,32.333,0.577,0.351,0.206,5,0.545,3.667,R128,5,0,0.545
Grass,6-1 6-3 7-6(6),0.011,0.034,29,0.494,0.333,0.253,4.667,0.286,2.333,R128,5,0,0.286
Grass,6-3 3-6 6-3 6-3,0.036,0.08,28,0.509,0.366,0.268,4.5,0.733,3.75,R128,5,0,0.733
Grass,7-6(2) 6-2 3-6 3-6 7-5,0.042,0.06,33.2,0.566,0.404,0.211,5,0.583,2.4,R128,5,0,0.583
Grass,7-5 6-3 6-4,0.038,0.086,35,0.61,0.39,0.219,5,0.75,4,R128,5,0,0.75
Grass,6-1 6-3 6-3,0.029,0.116,23,0.594,0.391,0.116,4,0.5,3.333,R128,5,0,0.5
Grass,6-4 6-2 6-3,0.023,0.023,29,0.678,0.414,0.138,4.333,0.643,4.667,R64,5,0,0.643
Grass,7-6(3) 6-4 7-6(5),0.196,0.037,35.667,0.542,0.439,0.28,5.667,0,0.333,R64,5,0,1
Grass,6-3 7-6(4) 6-3,0.073,0.024,27.333,0.646,0.488,0.195,4.667,0.714,2.333,R64,5,0,0.714
Grass,6-7(5) 7-6(6) 6-4 6-4,0.045,0.03,33.25,0.586,0.429,0.241,5.5,0.333,0.75,R64,5,0,0.333
Grass,6-3 4-6 7-6(6) 4-6 7-5,0.082,0.031,31.8,0.597,0.459,0.233,5.2,0.625,1.6,R64,5,0,0.625
Grass,6-2 7-6(8) 6-4,0.111,0.071,33,0.616,0.444,0.172,5,0.429,2.333,R64,5,0,0.429
Grass,6-3 3-6 7-6(2) 6-4,0.106,0.061,33,0.545,0.417,0.197,5,0.444,2.25,R64,5,0,0.444
Grass,6-3 6-4 7-5,0.05,0.063,26.667,0.563,0.425,0.263,5,0.5,2,R64,5,0,0.5
Grass,5-7 6-4 5-7 6-3 6-4,0.08,0.02,30,0.507,0.353,0.327,5.2,0.636,2.2,R64,5,0,0.636
Grass,6-7(5) 2-6 6-3 6-2 6-4,0.02,0.027,30,0.593,0.4,0.167,4.6,0.429,2.8,R64,5,0,0.429
Grass,7-6(3) 6-1 6-1,0.025,0.025,39.333,0.585,0.356,0.144,4.333,0.7,6.667,R64,5,0,0.7
Grass,7-6(8) 6-2 7-6(2),0.11,0.042,39.333,0.619,0.449,0.195,5.333,0.714,2.333,R64,5,0,0.714
Grass,6-0 6-3 6-3,0.071,0.057,23.333,0.714,0.371,0.1,4,0.417,4,R64,5,0,0.417
Grass,7-6(5) 6-3 6-4,0.056,0,29.667,0.742,0.517,0.18,5,0.333,1,R64,5,0,0.333
Grass,6-0 6-2 6-7(5) 7-6(4),0.035,0.009,28.75,0.696,0.478,0.183,4.75,0.545,2.75,R64,5,0,0.545
Grass,6-2 7-6(4) 3-6 6-3,0.051,0.017,29.5,0.763,0.534,0.136,4.75,0.75,3,R64,5,0,0.75
Grass,6-3 6-4 1-6 6-3,0.041,0.082,24.25,0.588,0.464,0.216,4.25,0.571,1.75,R64,5,0,0.571
Grass,6-4 3-6 6-2 6-4,0.063,0.021,23.75,0.663,0.474,0.147,4.5,0.4,2.5,R64,5,0,0.4
Grass,7-5 3-6 6-4 6-4,0.069,0.023,32.5,0.715,0.492,0.131,5,0.636,2.75,R64,5,0,0.636
Grass,6-3 6-4 6-4,0.025,0.049,27,0.605,0.407,0.222,4.667,0.556,3,R64,5,0,0.556
Grass,5-7 6-3 6-4 6-7(4) 13-11,0.092,0.011,37,0.681,0.514,0.205,6.6,0.6,2,R64,5,0,0.6
Grass,4-6 6-4 6-7(3) 6-1 6-1,0.072,0.06,33.2,0.536,0.331,0.205,4.6,0.474,3.8,R64,5,0,0.474
Grass,6-1 6-1 6-4,0.029,0.088,22.667,0.603,0.382,0.118,4,0.25,2.667,R64,5,0,0.25
Grass,6-1 6-4 6-4,0.067,0.033,30,0.678,0.5,0.033,4.333,0.667,5,R64,5,0,0.667
Grass,6-4 1-6 4-6 7-6(4) 6-4,0.058,0.029,27.6,0.609,0.5,0.188,5,0.25,0.8,R64,5,0,0.25
Grass,7-6(5) 6-3 7-5,0.082,0.01,32.333,0.68,0.505,0.175,5.333,0.25,1.333,R64,5,0,0.25
Grass,6-1 6-1 6-7(5) 6-1,0.027,0.082,27.5,0.627,0.364,0.109,4,0.286,3.5,R64,5,0,0.286
Grass,7-5 3-6 6-3 2-6 6-4,0.225,0.035,28.4,0.606,0.472,0.204,4.8,0.778,3.6,R64,5,0,0.778
Grass,2-6 4-6 6-3 6-3 6-3,0.125,0.035,28.8,0.521,0.375,0.229,4.4,0.688,3.2,R64,5,0,0.688
Grass,7-5 6-4 7-6(6),0.091,0.045,36.667,0.6,0.427,0.227,5.667,0.571,2.333,R64,5,0,0.571
Grass,6-4 6-2 6-2,0.089,0.025,26.333,0.57,0.405,0.19,4.333,0.583,4,R64,5,0,0.583
Grass,6-3 6-3 6-3,0.11,0.024,27.333,0.659,0.402,0.183,4.333,0.692,4.333,R32,5,0,0.692
Grass,6-4 7-6(6) 6-3,0.028,0.028,36.333,0.688,0.468,0.147,5,0.727,3.667,R32,5,0,0.727
Grass,7-6(4) 6-7(6) 6-4 6-7(4) 12-10,0.153,0.012,48.4,0.723,0.55,0.116,6.8,0.7,2,R32,5,0,0.7
Grass,6-2 6-7(3) 2-6 6-1 6-3,0.04,0,25.2,0.722,0.46,0.143,4.4,0.222,1.8,R32,5,0,0.222
Grass,6-4 6-3 6-4,0.062,0.124,32.333,0.536,0.392,0.227,4.667,0.813,5.333,R32,5,0,0.813
Grass,6-3 6-4 6-2,0.09,0.038,26,0.577,0.359,0.179,4.333,0.4,3.333,R32,5,0,0.4
Grass,6-3 6-4 6-4,0.153,0.028,24,0.653,0.486,0.208,4.667,0.25,1.333,R32,5,0,0.25
Grass,5-7 7-5 7-6(3) 6-3,0.135,0.045,33.25,0.684,0.519,0.18,5.5,0.714,1.75,R32,5,0,0.714
Grass,6-4 3-6 2-6 6-3 8-6,0.074,0.014,29.6,0.581,0.446,0.243,5,0.625,1.6,R32,5,0,0.625
Grass,6-4 7-6(3) 4-6 6-3,0.106,0.073,37.75,0.689,0.477,0.146,5.25,0.75,4,R32,5,0,0.75
Grass,7-6(3) 4-6 7-6(2) 7-6(9),0.095,0.027,36.75,0.701,0.578,0.19,5.75,1,0.5,R32,5,0,1
Grass,6-2 6-2 1-6 6-1,0.044,0.022,22.75,0.615,0.341,0.176,3.75,0.417,3,R32,5,0,0.417
Grass,4-6 6-0 6-3 7-6(3),0.024,0.016,30.75,0.683,0.431,0.106,4.5,0.611,4.5,R32,5,0,0.611
Grass,3-6 6-3 7-6(6) 2-6 6-2,0.126,0.025,31.8,0.704,0.472,0.126,4.6,0.583,2.4,R32,5,0,0.583
Grass,7-6(4) 6-0 6-1,0.058,0.035,28.667,0.767,0.395,0.093,4.333,0.333,3,R32,5,0,0.333
Grass,6-4 6-4 6-7(5) 6-2,0.162,0.031,32.5,0.646,0.469,0.185,5,0.5,2,R32,5,0,0.5
Grass,6-7(6) 6-7(6) 6-1 6-4 7-5,0.238,0.048,33.6,0.583,0.482,0.173,5.2,0.375,1.6,R16,5,0,0.375
Grass,6-4 4-6 6-3 7-5,0.073,0.093,37.5,0.567,0.413,0.193,5,0.667,3,R16,5,0,0.667
Grass,7-6(3) 7-6(7) 6-4,0.035,0.018,37.667,0.566,0.416,0.23,5.667,0.4,1.667,R16,5,0,0.4
Grass,7-5 6-1 6-7(7) 7-6(6),0.148,0.065,38.75,0.619,0.452,0.161,5.25,0.643,3.5,R16,5,0,0.643
Grass,4-6 6-7(4) 6-4 6-3 6-3,0.144,0.043,27.8,0.59,0.468,0.245,5,0.5,1.6,R16,5,0,0.5
Grass,7-6(7) 6-4 5-7 6-4,0.207,0.029,35,0.693,0.529,0.15,5.5,0.833,3,R16,5,0,0.833
Grass,6-3 6-3 6-2,0.13,0.039,25.667,0.584,0.442,0.13,4.333,0.615,4.333,R16,5,0,0.615
Grass,6-2 6-2 6-3,0.024,0,28,0.667,0.357,0.179,4.333,0.538,4.333,R16,5,0,0.538
Grass,6-4 6-4 6-4,0.096,0,27.667,0.554,0.422,0.217,5,0.4,1.667,QF,5,0,0.4
Grass,6-4 4-6 3-6 6-4 11-9,0.135,0.006,32.6,0.607,0.472,0.215,6,0.444,1.8,QF,5,0,0.444
Grass,6-4 7-5 6-4,0.098,0.033,30.667,0.587,0.467,0.196,5.333,0.625,2.667,QF,5,0,0.625
Grass,6-3 7-5 6-2,0.012,0.024,27.667,0.578,0.349,0.229,4.667,0.375,2.667,QF,5,0,0.375
Grass,7-6(2) 6-4 6-4,0.053,0.053,37.667,0.513,0.336,0.265,5.333,0.625,2.667,SF,5,0,0.625
Grass,7-5 7-5 6-4,0.112,0.009,35.667,0.738,0.523,0.131,5.667,0.7,3.333,SF,5,0,0.7
Grass,7-6(1) 6-7(10) 6-4 6-3,0.099,0.021,35.25,0.667,0.496,0.163,5.5,0.6,2.5,F,5,0,0.6
Clay,6-2 6-4,0.117,0.05,30,0.583,0.383,0.167,4.5,0.5,4,R32,3,0,0.5
Clay,2-6 6-4 6-3,0,0.048,28,0.69,0.464,0.19,4.333,0.5,1.333,R32,3,0,0.5
Clay,7-6(3) 6-4,0.12,0.072,41.5,0.458,0.337,0.241,5.5,0.75,6,R32,3,0,0.75
Clay,1-6 7-6(1) 7-6(6),0.096,0.167,38,0.553,0.447,0.184,5.333,0.769,4.333,R32,3,0,0.769
Clay,6-7(3) 6-1 6-4,0.056,0.133,30,0.467,0.3,0.233,4.667,0.5,4,R32,3,0,0.5
Clay,4-6 6-4 7-6(1),0.06,0.04,33.333,0.54,0.4,0.27,5.333,0.667,2,R32,3,0,0.667
Clay,6-4 6-4,0.038,0.038,26.5,0.604,0.491,0.151,5,0.4,2.5,R32,3,0,0.4
Clay,7-6(5) 3-6 6-1,0.009,0.083,36,0.519,0.361,0.25,4.667,0.7,3.333,R32,3,0,0.7
Clay,3-6 6-4 6-4,0.022,0.054,31,0.559,0.376,0.215,4.667,0.778,6,R32,3,0,0.778
Clay,6-3 6-7(4) 6-2,0.045,0.071,37.333,0.616,0.375,0.188,4.667,0.6,3.333,R32,3,0,0.6
Clay,7-6(3) 6-4,0.124,0.022,44.5,0.674,0.449,0.169,5.5,0.857,3.5,R32,3,0,0.857
Clay,6-1 6-3,0,0.053,28.5,0.649,0.298,0.14,4,0.615,6.5,R32,3,0,0.615
Clay,7-5 6-2,0.03,0.06,33.5,0.537,0.418,0.164,5,0.4,2.5,R16,3,0,0.4
Clay,6-4 3-6 6-3,0.081,0.081,24.667,0.581,0.432,0.284,4.667,0.714,2.333,R16,3,0,0.714
Clay,7-6(2) 6-4,0.039,0.026,38.5,0.532,0.403,0.234,5.5,0.8,2.5,R16,3,0,0.8
Clay,7-5 6-1,0,0.143,31.5,0.603,0.365,0.127,5,0.286,3.5,R16,3,0,0.286
Clay,7-6(5) 6-4,0.025,0.088,40,0.613,0.438,0.163,5.5,0.6,2.5,R16,3,0,0.6
Clay,6-3 5-7 7-5,0.011,0.075,31,0.667,0.441,0.14,5.333,0.143,2.333,R16,3,0,0.143
Clay,6-2 3-6 7-6(6),0.184,0.039,34.333,0.631,0.466,0.146,5,0.667,3,R16,3,0,0.667
Clay,7-6(1) 7-5,0.036,0.012,42,0.75,0.536,0.06,6,0.667,4.5,R16,3,0,0.667
Clay,4-6 7-5 6-1,0.079,0.056,29.667,0.539,0.36,0.258,4.667,0.571,2.333,QF,3,0,0.571
Clay,6-1 6-2,0.027,0.081,18.5,0.649,0.351,0.135,3.5,0.429,3.5,QF,3,0,0.429
Clay,6-2 6-2,0.019,0.058,26,0.577,0.308,0.135,4,0.286,3.5,QF,3,0,0.286
Clay,6-3 7-6(6),0.013,0.088,40,0.488,0.363,0.225,5,0.778,4.5,QF,3,0,0.778
Clay,7-6(5) 7-6(1),0.055,0.096,36.5,0.699,0.479,0.151,6,0.5,2,SF,3,0,0.5
Clay,7-6(5) 7-5,0.176,0.094,42.5,0.553,0.412,0.176,6,0.571,3.5,SF,3,0,0.571
Clay,6-2 6-7(5) 7-6(5),0.17,0.036,37.333,0.688,0.482,0.17,5.333,0.571,2.333,F,3,0,0.571
Hard,7-6(4) 4-6 7-6(4),0.098,0.063,37.333,0.536,0.375,0.268,5.667,0.6,1.667,R64,3,0,0.6
Hard,6-2 2-6 7-6(5),0.086,0.037,27,0.667,0.42,0.16,4.667,0.375,2.667,R64,3,0,0.375
Hard,6-4 7-5,0.081,0.048,31,0.645,0.5,0.129,5.5,0.571,3.5,R64,3,0,0.571
Hard,7-6(2) 7-6(4),0.253,0.089,39.5,0.633,0.544,0.152,6,0.857,3.5,R64,3,0,0.857
Hard,3-6 7-6(8) 6-1,0.052,0.021,32,0.688,0.448,0.135,5,0.429,2.333,R64,3,0,0.429
Hard,6-3 6-4,0.091,0.023,22,0.477,0.341,0.295,4.5,0,1.5,R64,3,0,1
Hard,6-3 4-6 6-4,0.127,0.025,26.333,0.544,0.354,0.241,4.667,0.444,3,R64,3,0,0.444
Hard,6-4 6-3,0.029,0.074,34,0.603,0.397,0.191,4.5,0.7,5,R64,3,0,0.7
Hard,6-4 6-7(6) 6-3,0.155,0.019,34.333,0.631,0.505,0.184,5,0.6,1.667,R64,3,0,0.6
Hard,6-1 7-5,0.019,0.093,27,0.611,0.444,0.074,4.5,0.2,2.5,R64,3,0,0.2
Hard,6-3 6-4,0.077,0.058,26,0.692,0.481,0.135,4.5,0,1.5,R64,3,0,1
Hard,6-4 7-6(6),0.226,0.081,31,0.71,0.581,0.177,5.5,0.75,2,R64,3,0,0.75
Hard,6-1 5-7 6-2,0.022,0.033,30,0.533,0.3,0.2,4.333,0.6,5,R64,3,0,0.6
Hard,6-3 7-5,0.107,0.018,28,0.607,0.411,0.161,5,0.429,3.5,R64,3,0,0.429
Hard,6-2 6-4,0.041,0.061,24.5,0.592,0.429,0.163,4.5,0.4,2.5,R64,3,0,0.4
Hard,6-2 6-2,0.062,0.015,32.5,0.646,0.415,0.092,4,0.667,6,R64,3,0,0.667
Hard,6-3 6-3,0.062,0.077,32.5,0.415,0.292,0.277,4.5,0.625,4,R64,3,0,0.625
Hard,6-2 6-4,0.035,0.088,28.5,0.596,0.439,0.14,4.5,0.625,4,R64,3,0,0.625
Hard,6-3 6-3,0.089,0.018,28,0.482,0.339,0.286,4.5,0.5,3,R64,3,0,0.5
Hard,6-3 6-4,0.091,0.036,27.5,0.582,0.455,0.2,4.5,0.333,1.5,R64,3,0,0.333
Hard,6-4 6-4,0.017,0.033,30,0.533,0.333,0.2,5,0.333,3,R64,3,0,0.333
Hard,6-3 6-1,0.054,0.071,28,0.536,0.339,0.179,4,0.2,2.5,R64,3,0,0.2
Hard,6-2 6-3,0.085,0.085,23.5,0.66,0.404,0.17,4,0.4,2.5,R64,3,0,0.4
Hard,6-3 3-6 6-3,0.05,0.063,26.667,0.563,0.388,0.213,4.333,0.5,2.667,R64,3,0,0.5
Hard,6-3 7-6(4),0.073,0,41,0.707,0.439,0.171,5,0.857,3.5,R32,3,0,0.857
Hard,5-7 7-6(5) 7-5,0.057,0.057,40.667,0.574,0.443,0.238,6,0.846,4.333,R32,3,0,0.846
Hard,6-2 5-7 6-3,0.011,0.022,29.667,0.618,0.393,0.236,4.667,0.7,3.333,R32,3,0,0.7
Hard,7-6(5) 6-3,0.051,0.013,39,0.564,0.359,0.231,5,0.75,4,R32,3,0,0.75
Hard,7-6(1) 4-6 6-3,0.098,0.076,30.667,0.565,0.446,0.239,5,0.714,2.333,R32,3,0,0.714
Hard,4-6 7-6(4) 6-2,0.085,0.053,31.333,0.628,0.426,0.181,5,0.556,3,R32,3,0,0.556
Hard,7-6(1) 7-6(1),0.143,0.071,42,0.619,0.476,0.179,6,1,5,R32,3,0,1
Hard,7-6(4) 6-3,0.092,0.031,32.5,0.646,0.462,0.154,5,0,1.5,R32,3,0,1
Hard,6-1 6-4,0.068,0,22,0.659,0.455,0.091,4,0.333,3,R32,3,0,0.333
Hard,6-4 6-4,0.091,0.039,38.5,0.584,0.325,0.234,5,0.7,5,R32,3,0,0.7
Hard,6-3 6-3,0.017,0.051,29.5,0.729,0.356,0.186,4.5,0.333,3,R32,3,0,0.333
Hard,6-3 6-4,0.211,0.07,28.5,0.579,0.456,0.175,4.5,0.6,2.5,R32,3,0,0.6
Hard,5-7 7-6(6) 7-5,0.038,0.029,35,0.638,0.467,0.219,6,0.25,1.333,R32,3,0,0.25
Hard,6-3 3-6 7-6(4),0.112,0.031,32.667,0.653,0.49,0.194,5,0.9,3.333,R32,3,0,0.9
Hard,6-4 7-5,0.012,0.025,40.5,0.617,0.42,0.136,5.5,0.636,5.5,R32,3,0,0.636
Hard,6-2 6-1,0.023,0.023,21.5,0.698,0.395,0.116,3.5,0.333,3,R16,3,0,0.333
