podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Clay,6-1 6-0,0.103,0.051,19.5,0.538,0.41,0.231,3.5,0.5,1,R64,3,1,0.5
Clay,6-3 7-6(3),0.077,0,39,0.756,0.538,0.141,5.5,0.8,5,R64,3,1,0.8
Clay,7-5 6-1,0.011,0.045,44,0.761,0.455,0.125,5,0.786,7,R64,3,1,0.786
Clay,6-1 6-0,0,0,19.5,0.872,0.667,0.077,3.5,0,0,R64,3,1,1
Clay,6-2 6-3,0,0.02,24.5,0.612,0.388,0.224,4,0.714,3.5,R64,3,1,0.714
Clay,6-2 6-2,0.118,0.02,25.5,0.569,0.392,0.216,4,0,1,R64,3,1,1
Clay,6-4 6-2,0.021,0,24,0.667,0.542,0.188,4.5,0.5,1,R64,3,1,0.5
Clay,6-7(4) 7-5 6-4,0.032,0.011,31.667,0.653,0.484,0.2,5.667,0.25,1.333,R64,3,1,0.25
Clay,1-6 6-4 7-5,0.033,0.056,30,0.611,0.433,0.2,4.667,0.667,3,R64,3,1,0.667
Clay,7-6(2) 3-6 6-1,0.057,0.011,29.333,0.591,0.375,0.239,4.667,0.4,1.667,R64,3,1,0.4
Clay,6-4 6-1,0.024,0,20.5,0.756,0.537,0.171,4,0,0.5,R64,3,1,1
Clay,7-6(4) 6-3,0.014,0.014,36,0.736,0.528,0.167,5.5,0.714,3.5,R64,3,1,0.714
Clay,6-3 6-4,0.041,0,24.5,0.592,0.469,0.367,5,1,0.5,R32,3,1,1
Clay,6-3 3-6 6-1,0.063,0,26.667,0.75,0.513,0.15,4.333,0.5,0.667,R32,3,1,0.5
Clay,6-4 7-5,0.014,0.043,35,0.543,0.386,0.257,5.5,0.714,3.5,R32,3,1,0.714
Clay,6-3 6-4,0.017,0.017,29.5,0.729,0.61,0.119,5,1,0.5,R32,3,1,1
Clay,6-4 6-4,0,0,26.5,0.604,0.415,0.283,5,0.5,2,R32,3,1,0.5
Clay,5-7 6-0 6-3,0.053,0.026,25.333,0.658,0.474,0.197,4.333,0.6,1.667,R32,3,1,0.6
Clay,6-3 6-2,0.132,0.019,26.5,0.66,0.528,0.226,4.5,1,0.5,R32,3,1,1
Clay,6-4 6-2,0.016,0.031,32,0.688,0.469,0.156,4.5,0.667,1.5,R32,3,1,0.667
Clay,1-6 6-2 6-3,0.043,0.043,23.333,0.557,0.386,0.243,4,0.5,2,R32,3,1,0.5
Clay,7-6(1) 6-3,0.03,0.03,33.5,0.627,0.418,0.239,5,0.667,3,R32,3,1,0.667
Clay,2-6 7-5 7-6(7),0.067,0.034,39.667,0.513,0.361,0.235,5.333,0.769,4.333,R32,3,1,0.769
Clay,6-2 6-3,0.031,0.063,32,0.531,0.344,0.297,4.5,0.75,2,R32,3,1,0.75
Clay,6-2 5-7 7-6(5),0.112,0.034,29.667,0.674,0.506,0.18,5.333,0.25,1.333,R32,3,1,0.25
Clay,2-6 6-1 6-2,0.025,0.012,27,0.84,0.519,0.099,4,0.778,3,R32,3,1,0.778
Clay,3-6 6-4 6-1,0.082,0.035,28.333,0.588,0.412,0.176,4.333,0.6,3.333,R32,3,1,0.6
Clay,6-3 6-1,0.046,0,32.5,0.615,0.385,0.231,4,0.889,4.5,R32,3,1,0.889
Clay,6-2 6-1,0.063,0.047,32,0.578,0.391,0.219,4,0.857,3.5,R16,3,1,0.857
Clay,7-6(5) 6-2,0.068,0.027,36.5,0.63,0.479,0.178,5,0.8,2.5,R16,3,1,0.8
Clay,6-4 6-3,0.073,0.018,27.5,0.745,0.509,0.145,5,0.5,2,R16,3,1,0.5
Clay,6-2 6-2,0.074,0.056,27,0.667,0.463,0.167,4,0.667,1.5,R16,3,1,0.667
Clay,6-4 7-6(6),0.029,0,34,0.706,0.471,0.132,5.5,0.4,2.5,R16,3,1,0.4
Clay,6-3 6-4,0.015,0.075,33.5,0.687,0.448,0.119,5,0.5,3,R16,3,1,0.5
Clay,6-3 6-4,0,0,29.5,0.847,0.542,0.102,5,0.667,3,R16,3,1,0.667
Clay,6-4 7-6(6),0.011,0.011,43.5,0.54,0.379,0.23,5.5,0.786,7,R16,3,1,0.786
Clay,6-2 3-6 6-1,0.082,0,20.333,0.574,0.459,0.295,4,0.5,0.667,QF,3,1,0.5
Clay,7-6(5) 6-4,0.039,0.065,38.5,0.61,0.545,0.169,5.5,1,3,QF,3,1,1
Clay,6-3 7-6(5),0,0,42,0.69,0.369,0.214,5.5,0.556,4.5,QF,3,1,0.556
Clay,6-1 6-3,0.021,0,24,0.625,0.458,0.208,4,0.667,1.5,QF,3,1,0.667
Clay,6-1 6-2,0.038,0.058,26,0.538,0.423,0.269,4,1,3,SF,3,1,1
Clay,7-6(6) 6-3,0,0.025,39.5,0.646,0.418,0.215,5.5,0.5,2,SF,3,1,0.5
Clay,6-4 6-4,0.015,0.045,33.5,0.552,0.388,0.224,5,0.5,2,F,3,1,0.5
Clay,6-3 6-4,0.013,0.026,38,0.789,0.526,0.145,5,1,4,R32,3,1,1
Clay,6-1 6-4,0.114,0.045,22,0.659,0.545,0.159,4,0.5,1,R32,3,1,0.5
Clay,6-3 6-4,0,0,34,0.515,0.353,0.294,5,0.875,4,R32,3,1,0.875
Clay,6-3 6-3,0.035,0.018,28.5,0.754,0.509,0.14,4.5,0.667,1.5,R32,3,1,0.667
Clay,6-2 6-1,0.064,0,23.5,0.574,0.34,0.255,3.5,0.333,1.5,R32,3,1,0.333
Clay,7-6(5) 6-3,0.098,0.016,30.5,0.623,0.492,0.246,5.5,0.333,1.5,R32,3,1,0.333
Clay,6-3 6-4,0.077,0,32.5,0.662,0.462,0.2,5,0.75,2,R32,3,1,0.75
Clay,7-6(1) 6-4,0.045,0.045,33,0.561,0.47,0.288,5.5,1,1,R32,3,1,1
Clay,7-5 6-3,0.125,0.028,36,0.583,0.417,0.236,5,0.857,3.5,R32,3,1,0.857
Clay,6-4 7-5,0.016,0,31,0.694,0.532,0.177,5.5,0,1,R32,3,1,1
Clay,6-1 6-3,0.063,0.016,31.5,0.571,0.413,0.222,4,1,2.5,R32,3,1,1
Clay,6-2 7-5,0.184,0.041,24.5,0.633,0.592,0.224,5,0,0,R16,3,1,1
Clay,6-3 6-3,0.093,0.074,27,0.537,0.426,0.241,4.5,0,0.5,R16,3,1,1
Clay,6-4 1-6 6-3,0.037,0,27.333,0.817,0.512,0.11,4.333,0.4,1.667,R16,3,1,0.4
Clay,6-0 6-2,0.085,0,23.5,0.723,0.468,0.234,3.5,1,2,R16,3,1,1
Clay,7-6(4) 6-3,0.091,0,33,0.621,0.545,0.258,5.5,1,1.5,R16,3,1,1
Clay,4-6 6-4 6-4,0.057,0.011,29.333,0.705,0.511,0.125,5,0.5,2.667,R16,3,1,0.5
Clay,5-7 7-6(1) 6-4,0.051,0.034,39,0.513,0.376,0.239,5.667,0.636,3.667,R16,3,1,0.636
Clay,6-3 6-2,0.044,0,22.5,0.778,0.689,0.133,4.5,0,0,R16,3,1,1
Clay,7-6(3) 6-7(5) 6-3,0.104,0.019,35.333,0.642,0.509,0.208,5.667,0.75,2.667,QF,3,1,0.75
Clay,0-6 6-2 6-2,0.046,0.062,21.667,0.538,0.369,0.138,3.667,0.333,3,QF,3,1,0.333
Clay,7-5 6-3,0.031,0,32,0.703,0.453,0.172,5.5,0.6,2.5,QF,3,1,0.6
Clay,6-4 6-3,0.037,0.019,27,0.574,0.37,0.259,5,0.4,2.5,QF,3,1,0.4
Clay,2-6 6-2 7-5,0.072,0.012,27.667,0.53,0.41,0.277,4.667,0.6,1.667,SF,3,1,0.6
Clay,6-2 6-4,0.02,0,25,0.62,0.44,0.2,4.5,0.6,2.5,SF,3,1,0.6
Clay,6-3 7-6(11),0.097,0.028,36,0.708,0.528,0.181,5.5,0,0.5,F,3,1,1
Grass,6-4 6-4 6-4,0.143,0.012,28,0.726,0.548,0.155,5,0.778,3,R128,5,1,0.778
Grass,3-6 6-3 4-6 6-0 11-9,0.058,0.023,34.4,0.68,0.448,0.151,5.4,0.588,3.4,R128,5,1,0.588
Grass,1-6 6-2 3-6 6-2 10-8,0.155,0.115,29.6,0.486,0.378,0.23,5,0.6,3,R128,5,1,0.6
Grass,6-3 3-6 2-6 6-2 6-3,0.148,0.023,25.6,0.734,0.508,0.141,4.4,0.636,2.2,R128,5,1,0.636
Grass,7-6(7) 7-6(3) 6-4,0.129,0.026,38.667,0.647,0.517,0.198,5.667,0.667,1,R128,5,1,0.667
Grass,6-3 6-4 6-2,0.038,0.029,35,0.714,0.514,0.114,4.667,0.889,3,R128,5,1,0.889
Grass,7-6(4) 6-4 6-7(4) 6-3,0.11,0.029,34,0.662,0.537,0.176,5.5,0.667,0.75,R128,5,1,0.667
Grass,6-2 7-5 3-6 6-3,0.215,0.084,26.75,0.579,0.505,0.215,4.75,0.714,1.75,R128,5,1,0.714
Grass,6-3 6-2 7-6(4),0.169,0.022,29.667,0.663,0.551,0.169,5,0.667,1,R128,5,1,0.667
Grass,6-2 6-1 6-4,0.086,0.029,23.333,0.643,0.514,0.243,4.333,0,0,R128,5,1,1
Grass,7-6(5) 6-4 6-4,0.458,0.036,27.667,0.819,0.759,0.084,5.333,1,0.333,R128,5,1,1
Grass,6-7(4) 4-6 6-3 6-2 6-2,0.1,0.05,28,0.536,0.414,0.286,4.8,0.714,1.4,R128,5,1,0.714
Grass,6-3 1-6 6-3 3-6 9-7,0.104,0.06,36.6,0.672,0.486,0.126,5,0.545,2.2,R128,5,1,0.545
Grass,6-4 6-3 6-2,0.086,0,27,0.691,0.444,0.21,4.667,0.6,1.667,R128,5,1,0.6
Grass,6-3 6-7(4) 6-2 3-6 6-3,0.101,0.029,27.6,0.594,0.442,0.275,4.6,0.75,0.8,R128,5,1,0.75
Grass,6-2 7-5 7-6(3),0.269,0.032,31,0.602,0.516,0.247,5.333,0,0,R128,5,1,1
Grass,5-7 6-1 6-4 6-4,0.099,0.054,27.75,0.595,0.486,0.225,5,0.714,1.75,R128,5,1,0.714
Grass,4-6 6-2 6-3 6-7(5) 13-11,0.143,0.053,37.8,0.624,0.508,0.217,6.4,0.9,2,R128,5,1,0.9
Grass,2-6 6-3 6-4 6-4,0.086,0.026,29,0.655,0.509,0.138,4.75,0.5,1.5,R128,5,1,0.5
Grass,6-2 6-3 6-4,0.069,0,24,0.708,0.569,0.208,4.667,0,0,R128,5,1,1
Grass,5-7 6-2 6-4 6-4,0.097,0.044,28.25,0.611,0.442,0.257,5,0.333,0.75,R128,5,1,0.333
Grass,5-7 4-6 6-3 6-2 6-3,0.098,0.056,28.6,0.538,0.413,0.252,4.8,0.636,2.2,R128,5,1,0.636
Grass,7-6(4) 6-1 6-1,0.215,0.063,26.333,0.646,0.57,0.215,4.333,1,0.667,R128,5,1,1
Grass,6-3 6-0 6-4,0.091,0.03,22,0.53,0.485,0.333,4.333,1,0.667,R128,5,1,1
Grass,6-3 6-7(5) 4-6 6-1 6-4,0.213,0.065,31,0.542,0.477,0.245,5,0.889,1.8,R128,5,1,0.889
Grass,4-6 4-6 7-6(4) 6-4 6-4,0.126,0.033,30.2,0.695,0.53,0.172,5.2,0.5,0.8,R128,5,1,0.5
Grass,6-3 6-2 6-2,0.066,0.039,25.333,0.526,0.421,0.303,4.333,1,0.667,R128,5,1,1
Grass,6-0 6-2 7-6(6),0.156,0.039,25.667,0.571,0.455,0.26,4.333,0,0.333,R128,5,1,1
Grass,6-1 6-2 6-4,0.057,0.057,29,0.747,0.586,0.126,4.333,1,2.333,R128,5,1,1
Grass,6-2 6-3 4-6 6-2,0.049,0.029,25.75,0.728,0.592,0.107,4.5,0.75,2,R128,5,1,0.75
Grass,6-2 6-3 3-6 7-6(4),0.217,0.035,28.75,0.678,0.557,0.157,4.75,0.667,0.75,R128,5,1,0.667
Grass,6-7(4) 6-2 6-4 6-3,0.115,0.016,30.5,0.623,0.484,0.238,4.75,1,1.5,R128,5,1,1
Grass,7-6(7) 7-6(6) 6-4,0.128,0.018,36.333,0.642,0.495,0.229,5.667,0.8,1.667,R128,5,1,0.8
Grass,7-6(2) 3-6 6-7(4) 7-6(4) 6-3,0.138,0.044,36.2,0.635,0.541,0.177,5.4,0.778,1.8,R128,5,1,0.778
Grass,6-4 6-3 6-2,0.012,0.048,27.667,0.578,0.398,0.229,4.333,0.667,2,R128,5,1,0.667
Grass,6-1 6-4 3-6 6-3,0.146,0.021,24,0.708,0.552,0.177,4.5,0.667,1.5,R128,5,1,0.667
Grass,7-5 1-6 4-6 6-3 6-4,0.153,0.042,28.8,0.583,0.438,0.236,4.8,0.5,1.2,R128,5,1,0.5
Grass,3-6 6-3 7-5 6-4,0.136,0.076,29.5,0.619,0.5,0.178,5,0.6,1.25,R128,5,1,0.6
Grass,6-4 6-2 6-4,0.012,0.06,27.667,0.59,0.386,0.265,4.667,0.667,2,R128,5,1,0.667
Grass,7-6(8) 6-7(3) 6-4 3-6 6-2,0.259,0.027,29.4,0.626,0.558,0.204,5,0.8,1,R128,5,1,0.8
Grass,7-6(4) 6-1 6-2,0.09,0.067,29.667,0.663,0.506,0.202,4.667,0.667,1,R128,5,1,0.667
Grass,6-7(2) 6-2 6-4 7-6(2),0.339,0.065,31,0.613,0.565,0.21,5.25,1,0.25,R128,5,1,1
Grass,6-3 6-2 6-2,0.076,0.015,22,0.621,0.545,0.242,4.333,0,0,R128,5,1,1
Grass,4-6 7-6(5) 6-2 1-6 9-7,0.053,0.053,34,0.541,0.4,0.247,5.2,0.636,2.2,R128,5,1,0.636
Grass,6-2 3-6 6-4 6-2,0.093,0.047,26.75,0.561,0.411,0.234,4.25,0.75,2,R128,5,1,0.75
Grass,6-4 7-6(3) 6-4,0.147,0.032,31.667,0.653,0.495,0.168,5.333,0.571,2.333,R128,5,1,0.571
Grass,6-2 6-7(8) 7-6(3) 7-6(5),0.118,0.015,34,0.654,0.574,0.199,5.5,0.8,1.25,R128,5,1,0.8
Grass,7-6(4) 6-4 3-6 7-5,0.102,0.044,34.25,0.635,0.504,0.182,5.25,0.8,1.25,R128,5,1,0.8
Grass,7-6(2) 6-3 7-6(4),0.125,0.089,37.333,0.554,0.429,0.25,5.333,0.714,2.333,R128,5,1,0.714
Grass,3-6 6-4 3-6 7-5 6-4,0.049,0.035,28.6,0.587,0.441,0.245,5,0.4,1,R128,5,1,0.4
Grass,6-4 6-4 7-5,0.21,0.037,27,0.642,0.593,0.222,5.333,1,0.333,R128,5,1,1
Grass,6-7(4) 6-0 6-4 6-1,0.067,0.019,26,0.606,0.471,0.288,4.5,0.833,1.5,R128,5,1,0.833
Grass,7-6(3) 6-3 7-6(5),0.116,0.036,37.333,0.696,0.518,0.143,5.333,0.6,3.333,R128,5,1,0.6
Grass,6-4 6-4 7-5,0.121,0.03,33,0.616,0.525,0.192,5.333,1,0.667,R128,5,1,1
Grass,6-2 7-6(4) 6-4,0.159,0.023,29.333,0.591,0.489,0.295,5,1,0.333,R128,5,1,1
Grass,6-4 7-6(3) 6-2,0.02,0.049,34,0.686,0.51,0.186,5,0.833,2,R128,5,1,0.833
Grass,6-4 6-4 6-3,0.06,0.012,28,0.524,0.429,0.298,4.667,0.833,2,R128,5,1,0.833
Grass,6-1 6-3 7-6(6),0.104,0.052,25.667,0.636,0.558,0.208,4.667,0,0.333,R128,5,1,1
Grass,6-3 3-6 6-3 6-3,0.172,0.043,23.25,0.602,0.548,0.237,4.5,0.667,0.75,R128,5,1,0.667
Grass,7-6(2) 6-2 3-6 3-6 7-5,0.075,0.061,29.4,0.456,0.347,0.34,5,0.444,1.8,R128,5,1,0.444
Grass,7-5 6-3 6-4,0.405,0.041,24.667,0.595,0.554,0.311,5.333,0,0,R128,5,1,1
Grass,6-1 6-3 6-3,0.094,0,21.333,0.641,0.547,0.266,4.333,0,0,R128,5,1,1
Grass,6-4 6-2 6-3,0.11,0.014,24.333,0.685,0.534,0.233,4.667,0,0.333,R64,5,1,1
Grass,7-6(3) 6-4 7-6(5),0.088,0.01,34,0.716,0.588,0.196,5.667,1,1.333,R64,5,1,1
Grass,6-3 7-6(4) 6-3,0.099,0.011,30.333,0.615,0.549,0.264,5.333,1,1,R64,5,1,1
Grass,6-7(5) 7-6(6) 6-4 6-4,0.286,0.076,29.75,0.58,0.496,0.294,5.5,0,0,R64,5,1,1
Grass,6-3 4-6 7-6(6) 4-6 7-5,0.171,0.03,32.8,0.64,0.512,0.201,5.4,0.727,2.2,R64,5,1,0.727
Grass,6-2 7-6(8) 6-4,0.267,0.012,28.667,0.721,0.57,0.174,5,0.5,0.667,R64,5,1,0.5
Grass,6-3 3-6 7-6(2) 6-4,0.073,0.048,31,0.581,0.435,0.226,5,0.636,2.75,R64,5,1,0.636
Grass,6-3 6-4 7-5,0.161,0.065,31,0.538,0.441,0.29,5.333,1,0.667,R64,5,1,1
Grass,5-7 6-4 5-7 6-3 6-4,0.104,0.073,32.8,0.549,0.445,0.244,5.4,0.75,2.4,R64,5,1,0.75
Grass,6-7(5) 2-6 6-3 6-2 6-4,0.081,0.017,34.4,0.529,0.39,0.221,4.8,0.625,3.2,R64,5,1,0.625
Grass,7-6(3) 6-1 6-1,0.116,0.014,23,0.536,0.464,0.304,4.333,0.5,0.667,R64,5,1,0.5
Grass,7-6(8) 6-2 7-6(2),0.155,0.036,36.667,0.627,0.527,0.218,5.333,1,1,R64,5,1,1
Grass,6-0 6-3 6-3,0.065,0,20.667,0.726,0.597,0.145,4,0.5,0.667,R64,5,1,0.5
Grass,7-6(5) 6-3 6-4,0.165,0.041,32.333,0.711,0.577,0.175,5.333,0,0,R64,5,1,1
Grass,6-0 6-2 6-7(5) 7-6(4),0.244,0.05,29.75,0.655,0.529,0.235,4.75,1,0.75,R64,5,1,1
Grass,6-2 7-6(4) 3-6 6-3,0.119,0.04,31.5,0.579,0.452,0.238,4.75,0.9,2.5,R64,5,1,0.9
Grass,6-3 6-4 1-6 6-3,0.213,0.037,27,0.556,0.463,0.231,4.5,0.6,1.25,R64,5,1,0.6
Grass,6-4 3-6 6-2 6-4,0.115,0.019,26,0.567,0.433,0.24,4.75,0.556,2.25,R64,5,1,0.556
Grass,7-5 3-6 6-4 6-4,0.109,0.042,29.75,0.664,0.513,0.176,5.25,0.4,1.25,R64,5,1,0.4
Grass,6-3 6-4 6-4,0.224,0.053,25.333,0.711,0.632,0.145,5,0.833,2,R64,5,1,0.833
Grass,5-7 6-3 6-4 6-7(4) 13-11,0.314,0.024,33.8,0.722,0.627,0.16,6.8,0,0.4,R64,5,1,1
Grass,4-6 6-4 6-7(3) 6-1 6-1,0.115,0.031,26.2,0.641,0.458,0.191,4.6,0.5,2,R64,5,1,0.5
Grass,6-1 6-1 6-4,0.074,0.029,22.667,0.574,0.471,0.279,4,1,0.333,R64,5,1,1
Grass,6-1 6-4 6-4,0.171,0.039,25.333,0.592,0.487,0.237,4.667,0.5,0.667,R64,5,1,0.5
Grass,6-4 1-6 4-6 7-6(4) 6-4,0.059,0.033,30.6,0.654,0.431,0.216,4.8,0.714,2.8,R64,5,1,0.714
Grass,7-6(5) 6-3 7-5,0.154,0.033,30.333,0.582,0.495,0.286,5.667,0.5,0.667,R64,5,1,0.5
Grass,6-1 6-1 6-7(5) 6-1,0.067,0.01,26,0.567,0.404,0.25,4.25,0.4,1.25,R64,5,1,0.4
Grass,7-5 3-6 6-3 2-6 6-4,0.034,0.041,29.4,0.687,0.476,0.184,4.8,0.692,2.6,R64,5,1,0.692
Grass,2-6 4-6 6-3 6-3 6-3,0.037,0.037,27,0.733,0.504,0.148,4.6,0.5,1.6,R64,5,1,0.5
Grass,7-5 6-4 7-6(6),0.205,0.043,39,0.684,0.504,0.188,5.667,0.889,3,R64,5,1,0.889
Grass,6-4 6-2 6-2,0.078,0.026,25.667,0.61,0.481,0.247,4.333,1,0.667,R64,5,1,1
Grass,6-3 6-3 6-3,0.185,0.012,27,0.716,0.58,0.185,4.667,1,1,R32,5,1,1
Grass,6-4 7-6(6) 6-3,0.25,0.023,29.333,0.602,0.523,0.239,5.333,0.667,1,R32,5,1,0.667
Grass,7-6(4) 6-7(6) 6-4 6-7(4) 12-10,0.179,0.026,39,0.641,0.564,0.205,6.8,0.8,1,R32,5,1,0.8
Grass,6-2 6-7(3) 2-6 6-1 6-3,0.125,0.047,25.6,0.539,0.414,0.258,4.4,0.571,1.4,R32,5,1,0.571
Grass,6-4 6-3 6-4,0.161,0.034,29,0.632,0.552,0.195,5,1,1.333,R32,5,1,1
Grass,6-3 6-4 6-2,0.081,0.081,28.667,0.628,0.547,0.128,4.667,0.714,2.333,R32,5,1,0.714
Grass,6-3 6-4 6-4,0.03,0.05,33.333,0.56,0.47,0.23,5,1,1.667,R32,5,1,1
Grass,5-7 7-5 7-6(3) 6-3,0.266,0.047,32,0.664,0.555,0.203,5.75,0.857,1.75,R32,5,1,0.857
Grass,6-4 3-6 2-6 6-3 8-6,0.148,0.039,25.6,0.594,0.531,0.211,5,0.25,0.8,R32,5,1,0.25
Grass,6-4 7-6(3) 4-6 6-3,0.198,0.058,30.25,0.702,0.603,0.132,5,0.714,1.75,R32,5,1,0.714
Grass,7-6(3) 4-6 7-6(2) 7-6(9),0.313,0.038,32.75,0.756,0.679,0.16,5.75,0,0.25,R32,5,1,1
Grass,6-2 6-2 1-6 6-1,0.106,0.032,23.5,0.638,0.447,0.191,3.75,0.7,2.5,R32,5,1,0.7
Grass,4-6 6-0 6-3 7-6(3),0.122,0.026,28.75,0.583,0.452,0.235,4.75,0.5,2,R32,5,1,0.5
Grass,3-6 6-3 7-6(6) 2-6 6-2,0.013,0.013,31.4,0.662,0.42,0.185,4.6,0.583,2.4,R32,5,1,0.583
Grass,7-6(4) 6-0 6-1,0.039,0.013,25.667,0.766,0.584,0.156,4,1,1.333,R32,5,1,1
Grass,6-4 6-4 6-7(5) 6-2,0.157,0.009,27,0.62,0.556,0.259,5,0,0,R32,5,1,1
Grass,6-7(6) 6-7(6) 6-1 6-4 7-5,0.076,0.024,34,0.682,0.506,0.218,5.4,0.875,1.6,R16,5,1,0.875
Grass,6-4 4-6 6-3 7-5,0.168,0.032,31.25,0.632,0.488,0.2,5.25,0.778,2.25,R16,5,1,0.778
Grass,7-6(3) 7-6(7) 6-4,0.113,0.052,38.333,0.565,0.47,0.209,5.667,0.5,1.333,R16,5,1,0.5
Grass,7-5 6-1 6-7(7) 7-6(6),0.141,0.022,33.75,0.6,0.519,0.215,5.5,0.667,1.5,R16,5,1,0.667
Grass,4-6 6-7(4) 6-4 6-3 6-3,0.095,0.016,25.2,0.706,0.611,0.175,5,0,0.2,R16,5,1,1
Grass,7-6(7) 6-4 5-7 6-4,0.059,0.029,34,0.735,0.588,0.154,5.5,0.8,1.25,R16,5,1,0.8
Grass,6-3 6-3 6-2,0.041,0.027,24.333,0.603,0.479,0.26,4.333,1,0.333,R16,5,1,1
Grass,6-2 6-2 6-3,0.125,0,18.667,0.679,0.625,0.232,4,0,0,R16,5,1,1
Grass,6-4 6-4 6-4,0.049,0.012,27,0.716,0.568,0.21,5,0,0,QF,5,1,1
Grass,6-4 4-6 3-6 6-4 11-9,0.038,0.025,32,0.669,0.494,0.219,5.8,0.556,1.8,QF,5,1,0.556
Grass,6-4 7-5 6-4,0.044,0.033,30,0.644,0.544,0.2,5.333,1,0.333,QF,5,1,1
Grass,6-3 7-5 6-2,0.147,0.013,25,0.733,0.587,0.16,5,0,0.333,QF,5,1,1
Grass,7-6(2) 6-4 6-4,0.122,0.02,32.667,0.755,0.592,0.112,5.333,0.75,1.333,SF,5,1,0.75
Grass,7-5 7-5 6-4,0.22,0.011,30.333,0.758,0.637,0.132,5.667,1,0.333,SF,5,1,1
Grass,7-6(1) 6-7(10) 6-4 6-3,0.09,0.007,36.25,0.655,0.483,0.207,5.25,0.857,1.75,F,5,1,0.857
Clay,6-2 6-4,0.054,0.107,28,0.536,0.411,0.268,4.5,0.5,1,R32,3,1,0.5
Clay,2-6 6-4 6-3,0.194,0.041,32.667,0.622,0.439,0.214,4.667,0.778,3,R32,3,1,0.778
Clay,7-6(3) 6-4,0.09,0.03,33.5,0.687,0.493,0.179,5.5,0.6,2.5,R32,3,1,0.6
Clay,1-6 7-6(1) 7-6(6),0.074,0.037,36,0.62,0.463,0.139,5,0.706,5.667,R32,3,1,0.706
Clay,6-7(3) 6-1 6-4,0.036,0.09,37,0.505,0.36,0.243,5,0.5,2,R32,3,1,0.5
Clay,4-6 6-4 7-6(1),0.033,0.043,30.667,0.543,0.424,0.261,5.333,0.333,1,R32,3,1,0.333
Clay,6-4 6-4,0.036,0,27.5,0.618,0.473,0.236,5,0,0.5,R32,3,1,1
Clay,7-6(5) 3-6 6-1,0.019,0.125,34.667,0.519,0.375,0.279,4.667,0.818,3.667,R32,3,1,0.818
Clay,3-6 6-4 6-4,0.054,0.022,31,0.591,0.376,0.226,5,0.556,3,R32,3,1,0.556
Clay,6-3 6-7(4) 6-2,0.147,0.053,31.667,0.579,0.453,0.232,5,0.857,2.333,R32,3,1,0.857
Clay,7-6(3) 6-4,0.154,0.062,32.5,0.585,0.492,0.277,5.5,1,2,R32,3,1,1
Clay,6-1 6-3,0.021,0.042,24,0.688,0.479,0.229,4,0.667,1.5,R32,3,1,0.667
Clay,7-5 6-2,0.185,0.037,27,0.574,0.481,0.296,5,1,0.5,R16,3,1,1
Clay,6-4 3-6 6-3,0.038,0.063,26.667,0.538,0.463,0.25,4.667,0.75,1.333,R16,3,1,0.75
Clay,7-6(2) 6-4,0.041,0.068,37,0.635,0.486,0.23,5.5,1,4,R16,3,1,1
Clay,7-5 6-1,0.042,0.021,24,0.542,0.417,0.333,4.5,0.667,1.5,R16,3,1,0.667
Clay,7-6(5) 6-4,0.068,0,36.5,0.658,0.479,0.192,5.5,0.8,2.5,R16,3,1,0.8
Clay,6-3 5-7 7-5,0.058,0.067,34.667,0.654,0.462,0.135,5.667,0.583,4,R16,3,1,0.583
Clay,6-2 3-6 7-6(6),0.043,0.043,39,0.496,0.35,0.248,4.667,0.867,5,R16,3,1,0.867
Clay,7-6(1) 7-5,0.042,0.056,35.5,0.662,0.521,0.169,6,0.667,3,R16,3,1,0.667
Clay,4-6 7-5 6-1,0.066,0.033,30.333,0.527,0.396,0.297,5,0.833,2,QF,3,1,0.833
Clay,6-1 6-2,0.098,0.073,20.5,0.756,0.683,0.122,4,0,0,QF,3,1,1
Clay,6-2 6-2,0.079,0.026,19,0.658,0.526,0.211,4,0,0.5,QF,3,1,1
Clay,6-3 7-6(6),0.147,0.044,34,0.544,0.456,0.25,5.5,0.75,2,QF,3,1,0.75
Clay,7-6(5) 7-6(1),0.079,0.04,50.5,0.663,0.485,0.149,6,0.833,6,SF,3,1,0.833
Clay,7-6(5) 7-5,0.036,0.024,42,0.631,0.464,0.179,6,0.667,3,SF,3,1,0.667
Clay,6-2 6-7(5) 7-6(5),0.028,0.018,36.333,0.725,0.55,0.165,5.333,0.833,2,F,3,1,0.833
Hard,7-6(4) 4-6 7-6(4),0.114,0.008,41,0.585,0.447,0.22,5.667,0.75,4,R64,3,1,0.75
Hard,6-2 2-6 7-6(5),0.083,0.104,32,0.615,0.385,0.167,4.667,0.583,4,R64,3,1,0.583
Hard,6-4 7-5,0.056,0.022,44.5,0.652,0.461,0.157,5.5,0.889,4.5,R64,3,1,0.889
Hard,7-6(2) 7-6(4),0.057,0.068,44,0.614,0.455,0.227,6,0.667,1.5,R64,3,1,0.667
Hard,3-6 7-6(8) 6-1,0.094,0.059,28.333,0.588,0.482,0.176,4.333,0.333,1,R64,3,1,0.333
